time,P,G(i),H_sun,T2m,WS10m,Int
20140115:1409,1492090.0,121.84,13.33,17.13,5.97,0.0
20140115:1509,231540.0,31.14,3.08,17.14,5.94,0.0
20140115:1609,0.0,0.0,0.0,17.14,5.84,0.0
20140115:1709,0.0,0.0,0.0,17.14,5.74,0.0
20140115:1809,0.0,0.0,0.0,17.13,5.64,0.0
20140115:1909,0.0,0.0,0.0,17.1,5.62,0.0
20140115:2009,0.0,0.0,0.0,17.07,5.6,0.0
20140115:2109,0.0,0.0,0.0,17.04,5.59,0.0
20140115:2209,0.0,0.0,0.0,17.11,5.4,0.0
20140115:2309,0.0,0.0,0.0,17.19,5.21,0.0
20140116:0009,0.0,0.0,0.0,17.26,5.02,0.0
20140116:0109,0.0,0.0,0.0,17.27,4.28,0.0
20140116:0209,0.0,0.0,0.0,17.28,3.54,0.0
20140116:0309,0.0,0.0,0.0,17.29,2.8,0.0
20140116:0409,0.0,0.0,0.0,17.25,3.37,0.0
20140116:0509,0.0,0.0,0.0,17.2,3.94,0.0
20140116:0609,399330.0,43.17,6.73,17.15,4.51,0.0
20140116:0709,2033540.0,159.29,16.6,17.12,3.72,0.0
20140116:0809,850340.0,76.62,24.87,17.08,2.93,0.0
20140116:0909,2340900.0,181.59,30.86,17.04,2.14,0.0
20140116:1009,3079210.0,232.42,33.8,17.03,2.6,0.0
20140116:1109,6507430.0,470.69,33.21,17.03,3.06,0.0
20140116:1209,7459260.0,536.6,29.2,17.02,3.52,0.0
20140116:1309,2688550.0,204.03,22.38,16.83,3.36,0.0
20140116:1409,1058590.0,91.4,13.52,16.65,3.2,0.0
20140116:1509,19040.0,8.51,3.26,16.46,3.03,0.0
20140116:1609,0.0,0.0,0.0,16.38,2.55,0.0
20140116:1709,0.0,0.0,0.0,16.29,2.07,0.0
20140116:1809,0.0,0.0,0.0,16.2,1.59,0.0
20140116:1909,0.0,0.0,0.0,16.13,1.89,0.0
20140116:2009,0.0,0.0,0.0,16.05,2.19,0.0
20140116:2109,0.0,0.0,0.0,15.97,2.5,0.0
20140116:2209,0.0,0.0,0.0,15.98,2.59,0.0
20140116:2309,0.0,0.0,0.0,15.98,2.68,0.0
20140117:0009,0.0,0.0,0.0,15.99,2.77,0.0
20140117:0109,0.0,0.0,0.0,15.98,3.0,0.0
20140117:0209,0.0,0.0,0.0,15.98,3.22,0.0
20140117:0309,0.0,0.0,0.0,15.97,3.45,0.0
20140117:0409,0.0,0.0,0.0,15.93,3.0,0.0
20140117:0509,0.0,0.0,0.0,15.88,2.55,0.0
20140117:0609,2298230.0,185.01,6.8,15.83,2.1,0.0
20140117:0709,6409000.0,466.99,16.69,15.88,1.59,0.0
20140117:0809,9406270.0,694.11,25.0,15.92,1.09,0.0
20140117:0909,11340190.0,862.37,31.01,15.97,0.58,0.0
20140117:1009,12061500.0,907.03,33.98,16.1,1.55,0.0
20140117:1109,12471880.0,925.96,33.42,16.24,2.52,0.0
20140117:1209,11361950.0,825.8,29.41,16.37,3.49,0.0
20140117:1309,9142770.0,659.01,22.59,16.26,3.12,0.0
20140117:1409,5687180.0,415.39,13.71,16.16,2.75,0.0
20140117:1509,794580.0,79.06,3.44,16.05,2.39,0.0
20140117:1609,0.0,0.0,0.0,15.95,2.81,0.0
20140117:1709,0.0,0.0,0.0,15.85,3.24,0.0
20140117:1809,0.0,0.0,0.0,15.75,3.67,0.0
20140117:1909,0.0,0.0,0.0,15.67,3.91,0.0
20140117:2009,0.0,0.0,0.0,15.59,4.16,0.0
20140117:2109,0.0,0.0,0.0,15.5,4.4,0.0
20140117:2209,0.0,0.0,0.0,15.49,3.75,0.0
20140117:2309,0.0,0.0,0.0,15.47,3.09,0.0
20140118:0009,0.0,0.0,0.0,15.46,2.44,0.0
20140118:0109,0.0,0.0,0.0,15.36,2.61,0.0
20140118:0209,0.0,0.0,0.0,15.26,2.77,0.0
20140118:0309,0.0,0.0,0.0,15.16,2.94,0.0
20140118:0409,0.0,0.0,0.0,15.03,3.14,0.0
20140118:0509,0.0,0.0,0.0,14.9,3.33,0.0
20140118:0609,2005830.0,162.32,6.88,14.76,3.53,0.0
20140118:0709,5620200.0,402.62,16.79,14.85,3.88,0.0
20140118:0809,5511740.0,393.12,25.13,14.93,4.23,0.0
20140118:0909,3090770.0,229.86,31.18,15.02,4.58,0.0
20140118:1009,4997660.0,359.28,34.18,15.28,4.89,0.0
20140118:1109,5993520.0,427.33,33.63,15.53,5.2,0.0
20140118:1209,2809080.0,211.11,29.63,15.79,5.52,0.0
20140118:1309,2893230.0,216.55,22.8,15.99,4.93,0.0
20140118:1409,3556740.0,263.4,13.91,16.19,4.35,0.0
20140118:1509,204340.0,27.88,3.63,16.39,3.77,0.0
20140118:1609,0.0,0.0,0.0,16.4,3.62,0.0
20140118:1709,0.0,0.0,0.0,16.41,3.48,0.0
20140118:1809,0.0,0.0,0.0,16.42,3.34,0.0
20140118:1909,0.0,0.0,0.0,16.43,3.36,0.0
20140118:2009,0.0,0.0,0.0,16.44,3.38,0.0
20140118:2109,0.0,0.0,0.0,16.44,3.41,0.0
20140118:2209,0.0,0.0,0.0,16.53,2.86,0.0
20140118:2309,0.0,0.0,0.0,16.62,2.3,0.0
